126632    2456670.34677356    0.00003
127386    2456717.36835247    0.00003
127882    2456748.30036724    0.00001
133527    2457100.33871551    0.00003
133540    2457101.14945633    0.00004
143917    2457748.28884756    0.00002
143918    2457748.35119104    0.00002
144782    2457802.23271517    0.00003
144785    2457802.41981902    0.00003
145217    2457829.36056651    0.00004
150205    2458140.42647328    0.00002
151164    2458200.23245417    0.00003
156651    2458542.41740511    0.00005
157255    2458580.08455010    0.00004
161604    2458851.30060629    0.00004
161908    2458870.25888747    0.00004
161910    2458870.38363828    0.00003
161923    2458871.19431140    0.00005
161924    2458871.25675420    0.00004
161957    2458873.31469828    0.00003
161959    2458873.43943280    0.00004
162067    2458880.17462731    0.00004
162534    2458909.29802913    0.00003
162804    2458926.13599003    0.00005
162884    2458931.12503998    0.00004
